Gene	A0106_T	A0113_T	A0135_T	A0136_T	A0156_T	A0167_T	A0169_T	A0179_T	A0180_T	A0181_T	A0184_T	A0187_T	A0188_T	A0200_T	A0204_T	A0205_T	A0209_T	A0214_T	A0234_T	A0241_T	A0265_T	A0273_T	A0282_T	A0287_T	A0312_T	A0313_T	A0353_T	A0373_T	A0375_T	A0378_T	A0383_T	A0394_T	A0395_T	A0411_T	A0421_T	A0504_T	A0526_T	A0568_T	A0605_T	A0614_T	A0629_T	A0673_T	A0680_T	A0695_T	A0715_T	A0738_T	A0740_T	A0743_T	A0760_T	A0794_T	A0804_T	A0811_T	A0825_T	A0847_T	A0927_T	A0933_T	A0934_T	A0978_T	A0982_T	A1020_T	A1063_T	A1126_T	A1156_T	A1159_T	A1170_T	A1177_T	A1183_T	A1184_T	A1191_T	A1195_T	A1197_T	A1210_T	A1211_T	A1217_T	A1220_T	A1223_T	A1230_T	A1232_T	A1245_T	A1253_T	A1270_T	A1287_T	A1301_T	A1303_T	A1314_T	A1319_T	A1320_T	A1336_T	A1346_T	A1347_T	A1358_T	A1359_T	A1360_T	A1369_T	A1380_T	A1381_T	A1403_T	A1423_T	A1430_T	A1434_T	A1444_T	A1459_T	A1461_T	A1462_T	A1463_T	A1479_T	A1485_T	A1511_T	A1532_T	A1538_T	A1543_T	A1545_T	A0118_T	A0121_T	A0128_T	A0132_T
AC007325.4	4.592717306	13.69515786	10.18420863	21.30935721	10.669014	9.941527094	6.601320483	10.22314755	23.07071729	8.146266781	16.35374454	14.89043078	19.52147011	7.027674959	7.462280101	15.46357473	9.875045775	4.567552908	2.485468327	6.878163784	13.97539869	4.833188308	3.035132378	15.97101698	10.41603885	7.825511031	12.54040641	10.0225869	14.1456085	11.56536283	5.718333491	8.599964556	11.28103476	12.9815055	8.27765863	18.11881501	12.83468128	12.22553726	25.72308376	32.98696397	32.83009201	10.25390438	8.647200082	20.58097318	10.66042227	10.98796137	11.6330812	14.29107292	10.02345273	5.33110313	5.118481932	8.719060916	7.936451315	17.78786037	7.171290085	6.08757553	6.806973736	23.9390856	4.993289889	23.94064484	10.84684319	9.225518169	7.534670956	6.706411422	8.962674115	13.75509458	10.2949431	19.3668234	8.18082916	15.84245932	18.38749129	9.398923744	4.965351998	8.562433211	11.0853999	8.010916138	3.595584448	10.83637702	11.12208628	9.573760833	8.617610408	8.555505493	22.65785759	18.34137869	17.73557251	13.81045851	11.39538804	8.80974067	7.97341893	11.8866107	9.829523619	5.610802128	18.68848724	6.132930327	13.23115828	5.967442391	9.131848041	27.16172456	11.18975814	9.026841094	3.213292	7.747003133	7.750493753	16.41881038	25.09849171	11.22700516	9.641363244	9.948469951	16.01691065	13.29881375	11.03172769	16.69081125	4.454488838	4.972591184	12.28008985	15.01866235
AC007326.4	0	0.38282312	0.087078878	0	0.052748658	0.177308662	0	0	0.126070629	0.05286218	0	0	2.964038218	0	0.202745967	0.081735677	0.129705009	0.362140095	0.037633227	0.338273398	0.591152529	0.395794558	0	0	0.097679933	0	0.319172497	2.188692073	0.281115099	0.361959475	0	0	0.241142903	0.100103248	0	0.243216528	0	0	0	0	0.269608322	0.092767946	0.577506884	2.234147689	0	0.058719545	0.791084902	0.041380485	0.04524764	0.07749105	0.03795942	0	0.030845315	0.058233809	0.029613456	0.237548638	0	0.334586704	2.476283205	0.085924157	0	0	0.401913176	0.035065486	0.950528331	0.355222003	1.223322945	1.841862588	0.507558348	0	0.134308613	0.067633399	0	1.262643089	0.470462756	0.119634117	0.091691504	0.200229387	0	0	0.188973704	0.119576764	0.360120635	0.94652259	0.301322427	1.54682871	1.550666473	0.264031562	0.285666124	1.119336369	0.429416305	0.318580689	0.323392037	1.313313511	0	5.190779326	1.994499008	0.505307155	0	1.759420275	0.022895729	0.069942687	0.224319953	0.05806766	0.026436442	0.02813652	0.065795062	0.27491916	0.486046365	0.064008908	1.423049064	2.021764934	1.242655485	1.396315197	0	0.870060228
AC007846.2	0.524276877	3.55429775	0	5.407487465	56.95180163	0.974730422	0.164842757	0	5.082412567	0	0	64.51449087	0	1.22321276	0	0.539197015	0	0	0.662027466	0.826494365	7.917648724	1.63187035	0	0	44.46212945	0	0	11.28003665	0	0	0.106886385	0.628300817	0.227254379	0	0	15.81539166	2.341900259	0.660078014	33.96871569	1.73320428	0	3.53585616	0	0	0	0	0	0	3.084410618	0	0.250412139	0	2.170469829	0	0	0.130589156	0	0	3.379787381	0	0	0	0	0	0	1.450640279	0	1.500057902	1.434977216	0	0.664509115	0.297444384	0	0.297480423	0	0.701517229	0	3.88926019	7.849794932	2.773749151	13.65355463	2.629428439	0.287958481	0.693784015	27.90247436	0	27.35615065	0.217721679	0.269213304	1.072900604	0	4.063142013	0.213336486	1.487708878	0.385865838	0	1.058640312	1.03706693	0	0.196722211	0	1.307301628	0.712497441	0	0.988249217	0.309353443	0	0	0.267197425	0	0.915865763	0	0	0	0	0
AC007906.2	40.47666108	13.63458468	8.141152472	93.17445515	56.6216351	75.69235293	12.60797919	5.491426141	81.69518766	20.5008747	34.71439245	31.72699972	11.57325443	4.452726473	58.06869238	88.3434516	3.421895437	67.59476185	8.861141488	54.21558077	67.09767557	23.69007564	22.76582353	106.1746977	7.875972941	5.545799869	38.48848655	64.79100602	4.449850391	36.72488084	3.342211181	39.4691255	49.21357245	1.90642689	9.181562536	27.80896471	38.80327152	80.54000386	25.04113956	7.31051079	40.87662499	29.43018629	42.38035443	2.3450847	43.002269	20.91348622	40.69749641	44.09126259	3.581188457	1.661058393	26.73873215	24.31406652	27.09838658	21.77751168	1.435576766	19.18302063	3.298402533	53.6660859	32.73522084	8.840765558	2.813822686	32.88232746	2.833076927	32.22825749	22.8458568	74.15211936	5.713601648	35.18440494	27.35482615	35.00411498	38.86610217	21.57904345	11.34071922	18.15759136	14.07965073	15.54430359	11.33914645	57.77711744	38.92999601	30.83620694	23.23613239	34.36641149	48.09755829	57.31691295	88.70350356	36.04763938	40.06148128	12.89746056	49.53891831	13.17514011	12.78365651	23.57557531	34.90561761	45.71176036	44.19991395	40.17094857	40.51901196	23.22941224	20.1888673	18.17354066	5.912024792	55.46092341	15.80609832	15.51098377	25.73589935	7.57147594	15.42705053	5.35812065	13.80069157	9.56221759	20.3282025	28.53216556	5.694047248	3.467085186	41.5573008	9.038156764
AC008397.2	0.479188539	0.43932423	1.130299569	0	2.385361537	2.883059893	0.167406793	1.317624648	0.187689696	1.50512658	0.524504246	0.49886785	1.632721209	0.776399469	1.726155224	0.570399919	0.265513103	0.168481859	0.189091387	1.321976286	1.230122896	0.966731022	0.839669656	0.123564958	2.058638485	2.284336877	2.742145561	0	1.322805292	0.011226522	0.698783821	0.019939803	0.778913528	0.817338245	13.65606381	0.805009343	3.598245042	2.698139263	2.533061625	2.016853784	1.599263447	1.450152748	6.14484642	0.015210931	0	3.147108324	4.209502151	1.698011769	1.540932265	0.37493969	0.498018189	1.843768459	0.077492471	1.519898532	0.231459442	1.193583575	0.470332613	1.681159684	2.109470072	3.178036949	1.095971219	1.598527719	0.280478797	0.215342783	0.01560788	1.586527575	1.119746109	0	1.140200346	0.041849823	0.487388187	0.018879435	0.029628071	0.616802944	0.787960201	1.269014044	0.972613912	0.121100993	0.790317088	0.022716881	0.625473928	0.091792516	1.023531299	1.012827191	1.663553347	1.352933985	0.019675397	0.534344859	0.056958493	0.648946374	0.686521555	0	1.435338155	0.466585831	0.068576859	1.020000863	0	0.498388304	0.042039659	0	0.779726149	0.009762029	0.60530245	0	0	0.463393762	0.670369041	0.690677488	1.078630288	0	0.261593871	0.016598908	0.894583747	0.175779776	0	0.651338022
AC008554.1	28.06096337	33.44158744	22.11934421	24.02425564	36.16676089	32.67540058	19.25343906	26.13046942	29.41343251	5.186315635	33.08153115	26.92743153	28.64197305	58.02615531	28.22716458	29.39567932	22.44411776	14.75862945	14.98807258	19.47625595	26.74657754	34.69352688	17.84648827	23.43399685	38.40700161	40.49734926	23.48220994	19.58486202	32.51660523	13.79506274	41.84697673	16.39947385	18.88670708	44.14810803	19.61668955	16.07779418	13.18355617	19.02442957	13.26782899	7.400933539	10.87569382	17.98791014	10.82872844	15.43421854	14.53049846	14.74458348	15.1100891	12.99617046	8.691409283	43.00404781	7.312852257	13.00034779	11.2875201	12.61419401	54.51762124	22.79248422	61.21357659	17.7259128	14.2113145	18.04704841	39.84818059	15.14941251	39.20041552	11.40828325	13.45671635	17.86417511	19.90714928	19.92451908	13.67794355	15.45841701	21.76609084	17.49769343	7.620479909	23.57887452	31.19698205	22.36536465	17.27654317	19.52536043	24.44708773	19.41766479	18.68738036	21.18784109	24.6803523	32.57781794	16.37972047	29.22776975	22.27593586	33.00052597	23.63174392	36.76251704	29.60552419	28.13638277	19.05505638	24.76606589	20.78468946	23.44029743	19.82270775	18.79193305	22.92766322	17.00499576	22.6868008	14.69038636	17.13143437	10.73376444	13.68391298	21.66604912	17.02827335	22.47696328	14.16422578	20.32553509	14.97138843	19.80426966	28.16828283	86.86700125	16.28219723	25.38403832
AC008676.3	4.122910409	2.329802841	1.601202168	0.900681546	1.527139181	1.439406761	3.138156304	1.231142018	1.348161758	2.812674424	0.632542891	0.951670919	0.355619738	0.613326792	0.753548683	2.350360545	1.387026733	0.779246368	5.859897474	1.146978889	0.735885755	2.535634271	4.844643944	1.63560882	0.649665433	1.472738651	2.414169096	1.204155811	1.288354774	4.956367261	2.776490363	2.543138136	1.46905626	1.223865449	2.408416993	2.039021428	0.732759567	1.890784652	0.581806206	0.693830194	1.555825192	2.395396225	1.42209139	4.604868777	1.280325662	1.056759101	1.77961651	2.557927026	2.690760281	2.415258814	1.470246801	2.741537202	0.989551843	0.911319532	0.903689373	3.949816876	2.398341645	0.458154765	1.887496903	1.714434676	3.749426329	1.260935349	1.110519505	1.138658348	3.412528039	15.02910726	2.78258321	0.827352611	1.815529854	1.055780984	1.024646263	1.24363965	1.619480344	0.829193556	2.19722291	1.341738033	1.488718824	1.527558725	1.091613496	1.162115446	1.32022768	0.900560749	1.306444543	1.434954649	1.322957237	0.632066909	2.068199673	0.994241918	0.590742086	1.223933977	0.901100731	0.710443899	1.252564221	1.121043473	1.386783371	1.015402097	0.591962224	0.553539943	2.631785158	1.365019728	1.504870929	2.66797906	1.774729912	1.987823698	1.137708932	0.968698319	1.261318796	2.613646014	3.641513825	1.615234643	0.855484317	2.128669916	2.021434703	2.120869587	2.289870842	4.131173005
AC008695.1	8.178866891	10.32738173	7.013254944	10.35389939	11.52626246	7.568317462	6.389842088	7.405195027	6.308297156	11.37166125	9.605422965	7.659392863	5.798430865	7.855310475	7.86014052	9.922388987	7.280259177	9.391246788	5.442931352	4.415597536	8.347865908	10.33288155	7.499558197	5.868037289	9.28235916	10.50044059	3.52743939	2.52663646	4.256609391	4.168305863	2.106529519	2.862550022	2.644084969	1.287081459	4.845704989	2.621467756	2.780388388	2.053211227	1.418245607	2.640743983	1.944407163	2.018219165	1.62297177	0.732633686	1.394710603	2.881987954	4.156335696	2.247038664	3.024040007	1.159872812	2.437846196	1.951950802	1.232061189	1.201030192	0.904537509	2.612426566	2.311681717	1.768826916	4.057189889	3.151688137	1.589957456	3.252960878	1.200093224	2.691403541	1.372131171	3.325271978	2.042476142	1.400992605	1.52698116	2.340553976	4.356642192	2.313045332	3.103453507	6.580910961	1.79627471	4.351727653	7.899410258	4.504211169	4.702628272	4.716561809	2.882559469	2.778359463	3.837543356	4.777375241	4.212962732	5.680480229	5.409967783	4.816474871	7.202098071	1.401164891	6.27795487	3.676151061	4.052492238	5.039040435	3.032713553	4.769736556	3.196005083	3.192437814	2.326270102	1.3156971	1.643761527	2.392022406	1.503103921	1.265821398	1.25610521	0.778624179	2.636655041	1.227305699	1.446552442	1.336848028	1.87567675	2.476076523	2.731924891	2.673231211	2.701459974	2.715401268
AC008736.1	0.795733533	0.254263259	0.043377003	0.221538261	0.078827796	0.276011189	0.46677978	0.195942839	0.272133955	0.381820979	0.021767045	0.494574753	0.206708602	0.214121559	0.214613913	0.285007585	0.118452682	0.300657523	0.478033525	0.458709923	0.267703211	0.147869225	0.699252731	0.612507986	0.19463102	0.173247913	0.282650429	0.528096269	0	0.020033838	0.187653317	0.275766489	0.291723947	0.143361564	0	0.233655242	0.09146871	0.246723982	0.22676956	0	0.125907408	0.284967366	0.313059355	0.223938459	0.313493352	0.263252136	0.061572932	0.133984836	0.45078831	0.205871859	0.075635602	0.200419665	0.322667499	0.210309999	0.302405484	0.133122597	0.160719538	0.20833652	0.329648217	0.781132781	0.392694248	0.236521144	0.193950398	0.51528629	0.222819321	0.164309203	0.141716161	0.430429986	0.674219675	0.194171688	0.217437246	0.395863808	0.017623861	0.044926158	0.124500446	0.268172522	0.685120671	0.049870594	0.541647928	0.222961731	0.504291116	0.178695972	0.538165652	0.589369573	0.091727245	0.188351512	0.228221096	0.230165702	0.182957378	0.142969277	0.233353224	2.443919422	0.797409188	2.20051415	0.402092819	0	0.05138943	0.276882079	0.275074004	0.059418856	0.399180432	0.165494147	0.60837056	0.860533951	0.171195783	0.126141971	0.491621962	0.123252073	0.163428647	0.23116663	0.414948285	0.459124169	0.040724322	0.218212681	0.193296899	0.157602585
AC008755.1	41.65171969	45.94918856	33.2639614	47.28040292	43.89693852	48.0166677	30.54060241	41.28769937	45.6240639	37.19809126	37.33784433	41.79772365	47.35184948	35.83258711	32.34827088	50.1986452	33.06661312	53.03238981	37.73908154	53.99985631	48.25631464	36.23894459	36.06809688	41.26464808	51.41891226	45.24520939	50.70982873	42.10856229	43.97106661	67.48395838	33.59041678	47.94615136	47.7895649	36.55301942	54.49636436	49.51267143	61.8519354	47.95499546	66.37713231	39.75986982	46.50475285	48.12331271	45.51128183	40.99461378	58.73517022	37.5388037	47.40570317	54.16742555	57.33638372	45.07586116	47.37905293	48.43450366	72.59945322	55.44687663	40.30101089	39.32094119	51.2611853	70.00768576	70.43360263	54.14838134	41.5261749	58.84090544	33.05236592	44.38624321	65.23099543	51.28856877	44.31292617	52.62421914	54.09589239	51.1845302	26.37350102	58.78293657	23.06967078	51.66566184	47.06995959	50.54302876	64.75819581	32.11448383	57.41264409	53.46296509	61.57435303	36.89821541	38.95877151	55.85773071	44.87204719	35.54465601	31.12852277	29.44725577	29.71469782	20.43022363	21.97614022	26.88417541	36.80573575	33.2595696	28.805692	10.11326291	14.81783776	57.72485377	45.28183881	54.98031926	44.75701403	61.93020209	64.77860533	61.40206515	66.87674773	48.01478663	71.58424046	47.7588061	58.50678872	49.7807846	54.90147846	55.93126316	50.37627195	59.79861683	48.00466448	64.67356489
AC008763.3	26.22113108	0	0.093522939	7.080419182	0	0.095214979	0.563584019	0.187761041	0.180533574	95.72116214	0.093861629	0	1.612914902	0.108625071	0.217749691	0	0.092869009	0.129646465	10.10454566	12.27168622	0.115436243	33.68793666	1.507623085	0	1.783444489	0.087889641	0	0.58766523	59.95235612	0.345551474	0	0.076718198	0	5.375557277	0	3.657012486	42.12427223	16.37758044	83.57379567	0	0	0.066422008	48.16011299	0	2.102821774	0	55.65058295	84.44122036	0.097192164	2.663218779	0	0	2.120188675	2.751903497	78.62178061	21.68586717	4.774264327	0.089836745	0	56.38476997	0.066405334	3.028800788	0.215827893	0.150641687	0.360307014	4.251104137	1.405516085	1.025715268	13.44626798	29.36946267	4.760177262	1.380130456	0	41.26363581	1.263195528	30.5799892	34.56539595	0.071682292	0.088137315	0	11.24968555	0	0.070321907	5.675836313	0.071915792	3.691773368	3.633643163	0.141785289	39.53416427	0.061649751	56.2656944	6.090385349	0.069464776	0.085484975	21.63560185	34.91654381	0.073865416	0.072360158	0.053915728	7.686597576	0.049180145	0.375593132	0.107075647	7.920331669	0.056785613	98.6942591	0.423984397	1.83063609	1.722649654	0.068745732	0.074554066	0.06386414	0	16.81956036	1.597570677	6.031430147
AC008764.4	93.92491094	99.13356065	63.50207586	96.76572882	172.5059319	108.973544	106.5173796	94.96014667	157.0190758	111.6746892	150.4601913	126.8929552	174.1099192	116.7176392	84.21469283	109.3792719	69.88392931	96.65143957	56.86838299	80.81551255	114.7436257	108.2371088	62.56635804	85.04645799	143.5672814	126.1216346	113.5784437	93.32858434	99.93497059	139.0844681	127.3544058	125.6644087	58.53131024	90.87379577	298.3700234	88.55194519	57.42784679	97.04038807	67.3088487	54.31877827	59.54078154	50.67999237	95.00676835	52.43742463	48.78546515	59.59637036	27.50668127	26.13233557	48.64467818	76.90044224	36.81396843	70.07458429	47.77050107	29.98949379	37.62522915	33.26229333	91.63507338	84.26686704	74.78794532	76.54855433	90.64328044	71.17681852	70.25197916	31.37113129	62.21301117	122.4644999	47.05423414	63.42339408	49.60582648	82.50500367	56.79756961	61.52476294	32.18422579	119.6742301	106.1084243	104.6315317	98.23071927	108.1327381	144.3689219	108.2922936	103.3057465	74.61536188	106.0805968	160.7024102	105.7162135	64.60603394	60.14436444	143.1676954	94.18948892	63.4375936	117.9818659	89.57656654	75.1261553	138.5284024	73.61381605	112.7085495	55.58372567	145.118297	74.16108351	61.87711048	114.6389175	93.59780843	63.71001023	46.27469369	51.6749074	79.11254449	77.65980872	84.32736568	43.30114813	58.94946547	56.36287409	81.13938924	101.5361188	163.226188	64.66688261	111.793832
AC008770.2	2.514688364	2.367798706	0.382683391	1.941694825	2.678730558	2.900407616	1.976666244	2.262196444	1.313278753	2.477995889	2.005695044	2.860365415	0.926292294	1.185278134	3.81151148	2.155210537	0.675569058	2.770368198	2.352153759	1.982135638	2.361748532	2.174235685	2.496973167	2.641812532	1.955570546	1.118857242	0.311702105	2.0038731	1.921748218	1.885267373	1.186757846	1.674243371	0.94199533	0.366601054	4.463367181	1.221551609	1.757382065	1.43645181	3.378826636	1.218770183	1.053192017	0.694574436	0.06635177	0.133040021	1.611630169	1.490974794	5.407984146	1.818537938	1.148903511	0.756773329	2.928605869	0.818590414	1.506168264	1.108980952	0.607327093	1.797912376	2.450709118	1.388711022	0.542038263	1.300652418	0.875547913	1.91100797	1.324708416	2.328643701	2.266097101	0.743373974	0.611236979	1.843166523	1.770281039	1.493414248	3.902160312	1.35403332	0.794687613	2.201946957	0.68917701	0.66205945	1.925226502	2.672419882	1.883374257	2.225323882	2.87371773	2.131198677	3.357058389	3.658959656	1.177079298	2.01416588	3.57942555	2.127277116	2.550673973	1.289341951	2.935559208	1.742295234	2.842405962	1.476904259	2.124994105	4.769131415	1.746318476	1.414643207	1.936517915	2.271571741	1.609908731	1.912558028	1.411782074	1.92809095	0.981071969	0.796861162	2.184673259	1.28872579	1.234142537	0.87515047	1.220261171	2.555163489	1.564867239	1.096254576	0.978977915	2.008372441
AC008770.4	5.297430543	3.908447431	2.282861498	6.383021751	4.271804532	1.587794928	1.984727299	5.173094097	5.410279555	2.16794131	4.060515382	2.164760616	3.816021732	4.594181673	2.420780541	5.516077703	4.578687679	7.551231128	3.69239899	2.497529723	2.985148933	1.823532634	3.85182458	9.293980901	4.918723911	5.289042763	3.995011608	2.396700789	3.627527727	3.298753671	1.52664677	4.264481869	2.861355289	0.519665071	4.45466909	2.002135118	2.916907292	3.662047123	2.3947806	1.68785255	3.079153458	1.492914695	5.184787168	0.990082595	1.422985708	2.25574373	3.901414202	1.56817237	1.597276886	0.992287152	1.931172188	1.96682706	2.562032038	1.224349995	1.691052658	1.371917274	0.837466273	2.475135061	3.989515742	3.122401019	1.219710035	3.645058455	1.095385297	2.12981106	2.293076772	2.528997566	0.76798258	2.915711302	2.597241809	4.327289946	4.84578373	2.422622055	4.463093312	2.364391056	1.984376054	2.360010877	5.926165943	0.675641837	3.706372848	1.964487346	1.345395368	3.02619406	1.784514086	3.132467198	4.970846353	3.604594695	3.439528633	0.822398776	6.588650204	2.205124338	3.627556918	3.423459168	3.172973797	1.590818222	2.878619165	5.850301893	2.73132023	1.731309623	1.915458945	1.362308958	1.259898938	2.523495179	1.229205119	0.949555248	0.823435538	0.423588095	1.724884579	1.156020103	2.497975953	1.196239891	1.423437713	2.20715658	1.986224642	1.918767777	1.880140518	3.346490524
AC008878.3	0	0	0	0.026745841	19.57587513	0.135954743	14.40841815	13.04746588	0.17185248	0.24319841	0	22.05200895	0	0.051700876	0	19.63734059	0.221008331	25.48464333	34.87726451	24.55440084	0.027471351	18.91710092	15.32511565	14.93429166	0	0.062747551	29.33152347	23.54753428	0.123171586	22.30592972	0	22.56600597	0	0.217475455	3.909662468	26.90796345	25.60609529	0.046033618	0.527471321	0	0	18.4942063	34.22693571	0	28.98184322	0	0.783498119	0	15.65877395	0	4.928632435	0.188529019	0.204977276	0	10.9143406	23.67883372	0.109952182	0.171033754	32.84596075	15.37292385	0.047409137	25.08053787	0.295333865	20.36251134	27.61000097	0.051880597	0	21.93397069	22.86895134	21.47371212	0	26.3444623	0.144682989	0.253564477	22.09508882	0.305772345	13.54565753	15.23355194	0.440470618	14.5392249	20.14787939	13.21831394	15.68079452	0.04032022	0	14.58414434	11.06132729	0	12.34967591	0.058685276	0.299330007	7.556324136	0.016531127	10.5786675	0.287041638	0	0.140627083	0	18.24537951	27.81977419	15.1096317	30.35450511	0.050963417	30.06885713	28.81133275	26.50750639	0.403596786	22.40095205	48.37453483	0.37628024	18.11485702	0	11.26678981	0.11196349	0	33.31631766
AC009119.2	7.154965342	38.49104976	31.35851323	10.8703531	10.71549223	52.59580646	28.63988998	23.10434673	67.71207581	63.82117541	92.19704563	46.98477254	15.05305052	26.38282128	9.711545847	58.39697571	37.62659191	14.07228994	6.341797339	5.813238999	14.88696447	33.23463091	9.489893031	50.07046924	70.2395051	12.37347562	9.414534084	22.10450336	35.96962399	29.3374635	3.983402775	21.51897711	44.37401062	4.332788386	50.06027815	16.44246574	27.12837959	16.14561778	9.73822094	9.704026174	4.978990754	11.92095903	3.058376093	32.7682908	22.92162987	21.14585829	20.31613803	30.75880715	9.087265709	26.41508757	29.44264888	5.804858993	18.65557094	25.13823879	17.29528199	11.58423349	24.08188516	19.50240182	3.548075549	31.33938047	19.4826636	21.12440431	13.56894739	28.81694211	26.20174537	63.14058821	17.53484644	24.30363521	28.90110712	20.21141554	41.6232701	28.49325893	39.44750174	69.53718035	19.61648308	71.43541209	33.33709057	39.67362064	29.83685826	35.97557476	38.63785999	38.92099614	58.04095923	53.62324304	50.08203786	49.27644288	37.91138727	92.18691216	91.66247559	25.90542994	30.45934673	12.35511433	25.00876056	30.40888566	30.38093064	2.128485921	31.83231642	8.476346981	22.42379726	35.58985046	17.44160571	9.283851808	21.69126026	34.44970346	17.08752125	16.88736055	19.2132957	1.396193875	8.134553976	13.96337072	12.73946474	23.12968335	20.38210094	32.54906796	28.14208797	31.31401788
AC009412.1	28.18418589	42.57618727	35.88996731	33.53191735	32.92945311	42.52879766	50.05191969	38.60056198	46.40925386	31.68350114	20.3519266	23.00865318	34.00908762	27.25590224	27.54814267	42.54157143	28.7853605	31.43706885	32.9531582	36.23129255	36.95667047	34.95612427	39.84973069	29.51615317	25.9546759	50.77755429	29.6880787	30.33263587	32.95211322	32.21071893	58.37751483	48.96057562	30.63298577	25.2573148	55.02357933	28.40475815	49.53908519	35.52993061	44.26102836	29.94735554	28.059919	25.67656741	40.43966332	41.91503182	47.92835842	48.89064718	38.33020578	42.48171886	45.0172477	44.74871546	41.72040658	28.09331215	37.743296	50.33247449	41.55622324	42.25143923	26.51997574	28.12962804	34.32333827	32.56016461	31.71426831	51.67748241	50.26776586	29.61948734	49.57203637	28.84459126	29.227952	35.65137614	52.1613028	56.74371537	34.47072157	49.03725821	27.26764744	22.12603146	40.46313506	30.07231598	42.6707005	31.11079574	31.77894335	31.14558388	30.03782019	28.61367575	46.60844399	42.12537458	29.87266837	35.98933032	31.92379848	33.58329814	35.64196634	25.82497188	30.94159791	20.44118023	31.7107174	32.92551834	38.75820776	0	30.86421815	27.87034452	29.12202802	29.71386227	43.98553371	39.12263677	24.51531091	38.98951848	26.70094944	27.07996928	32.15886175	53.95677082	37.86386915	28.84578391	32.12137161	41.11637425	56.28200827	38.46159194	34.12492394	35.22704687
AC009779.3	3.083644235	2.305736746	0.16562353	0.074636897	0.025081912	1.117107712	0	0.166256785	0.019982135	2.714676265	0.561003737	0	0.789261732	0	2.458338173	0.349786781	0.596187288	0.08609855	0.017894546	0	0	0.964523711	0.071515454	0	1.695303416	0.914427862	0	0.943152466	0.515583627	0	2.045503938	1.664325904	0.163804438	0.023799476	0	0	1.501770287	0.042820446	0.014430986	0	0	0.029407351	0	0	1.157091161	0	0.023509984	0	0	0.810631442	0	0.366681862	0.528008526	0.401506355	0.028162312	0.847155294	0	0.735816692	0.10150596	0	0.529199428	0	0	0.016673588	0	0.892797084	0	0.583868691	0.436716396	0.85545331	0.063863554	0.06431917	0.050469013	1.157885338	0.433427218	0.739516079	1.002781132	0	0.604832907	0.058044544	0.680343791	0.952381228	0	1.331457507	0	2.745922099	0.201092645	0	0.077619334	0	2.468804533	0.772571786	0.49207185	0.927256257	1.451844952	0	0.932030033	0	0	0.028359384	0	0.066515296	0.023703071	0	1.131344126	0.414745137	1.079348313	0.143796036	0.057778589	0	0	0	0.684177899	1.471095789	0	0.018805109
AC009879.2	3.143402257	4.078559187	3.39201153	0.313555368	0.632226284	0	1.010808681	3.797863146	2.140635527	8.078233231	3.666164455	0	1.065776614	4.848929577	0.303754954	0.244913545	1.9432465	0	7.329695924	0	0	3.557887527	1.201767774	0.294751599	1.02441172	5.639769377	0.956371451	0.409888585	8.062357974	3.6152625	13.39975315	17.23019111	2.374135064	0	0	0	32.79240292	3.148109955	0	0	9.189372158	7.412553032	0	0.408196402	2.933379746	0	1.777810639	4.091764776	105.4815914	20.43315162	0.682451755	26.22128801	0	0.348984661	3.815563485	0.978715317	4.081917198	1.629157924	0	0	0	0.862264395	0.602148197	2.626763705	33.50790548	22.04808947	7.075414707	2.929825838	1.810538777	0.988301984	1.408552534	0	1.484169529	3.78339554	3.700459861	1.43389114	4.945415027	1.19993841	0.860644266	2.682345707	1.213376938	0.895752327	1.961943331	0.709042281	6.019235549	0	0	1.285613288	0.855972642	0.257999227	2.339467316	1.240977597	2.810143265	1.311741622	0.420642257	0	1.236483196	1.61504755	0.752109883	2.770004126	0.411629865	1.676615373	0	0.521983435	1.425859204	4.552660756	0	2.965573215	1.602033251	1.342578234	0.624005488	1.87086385	5.683243706	0.984454563	4.166453351	0
AC010319.2	1.427537756	0.955054989	2.118105854	1.076879898	1.973935203	5.474007373	0.420792553	0.490662542	2.358877582	0.989091689	4.088031713	1.486163865	1.183134179	0.851586462	2.276118963	1.376403142	0	2.37157104	0.844975639	1.336196776	1.106091446	3.425098283	1.782274152	0.920272649	1.187982906	0.535910041	0.663551193	0.191962956	1.42768112	4.289273884	0.500221093	0.601446592	0.83793683	1.498406459	7.67885418	4.485755706	0.618428973	1.404145776	0	4.977376023	0	0.752162227	26.88686047	0	0.314008812	0.878949956	1.665202678	1.625946888	0	1.063272183	0.142049936	0.250936505	0.461711491	0	0.055409033	0.222235806	0.603689253	0.469527922	0.718962618	0.723467917	8.792304402	0.323059149	0.752010192	0.328050983	1.098492069	1.709093436	1.863082956	0.595650795	0.678343116	1.795301116	1.256508266	0.569462608	0.992972167	0.590625369	0.495152821	0.895378212	6.004662802	1.49857779	1.535486406	0.456807957	0.656656383	1.733963614	5.206738062	1.844808252	3.194850976	2.572652831	2.769532674	0.123505795	0.916291021	0.161104898	0.365213928	0.357653254	0.484072924	1.638206465	0.85366328	10.73469581	1.093820944	0.693343353	2.348235452	1.841293427	1.884944832	1.046944801	1.445701301	1.249463713	0.346252182	0.210582299	2.092828812	1.183107824	0.18188596	0.359296641	0.714365027	0.27815267	1.529673121	0.512276898	1.089082837	2.219930473
